source_id,url,fetched_at,http_status,content_type,content_length,content_sha256,etag,last_modified,outcome,raw_ref,reason,warnings
peeringdb.facilities.geo,"https://www.peeringdb.com/api/fac?fields=id,name,city,country,latitude,longitude,net_count,ix_count",2026-09-01T19:41:23Z,200,application/json,959410,e104dd0205ed678277bc0580f59bbc289613304c3cd2dce7b6ea9c088858cfec,,,quarantined,quarantine/peeringdb.facilities.geo/2026/09/20260901T194123Z-e104dd0205ed.json,contains_forbidden_text,
peeringdb.facilities.geo,"https://www.peeringdb.com/api/fac?fields=id,name,city,country,latitude,longitude,net_count,ix_count",2026-09-01T19:44:57Z,,,,,,,error,,retries_exhausted_status_429,
peeringdb.facilities.geo,"https://www.peeringdb.com/api/fac?fields=id,name,city,country,latitude,longitude,net_count,ix_count",2026-09-01T19:52:15Z,,,,,,,error,,retries_exhausted_status_429,
peeringdb.facilities.geo,"https://www.peeringdb.com/api/fac?fields=id,name,city,country,latitude,longitude,net_count,ix_count",2026-09-02T07:54:28Z,,,,,,,error,,retries_exhausted_status_429,
peeringdb.facilities.geo,"https://www.peeringdb.com/api/fac?fields=id,name,city,country,latitude,longitude,net_count,ix_count",2026-09-02T08:05:06Z,,,,,,,error,,retries_exhausted_status_429,
peeringdb.facilities.geo,"https://www.peeringdb.com/api/fac?fields=id,name,city,country,latitude,longitude,net_count,ix_count",2026-09-07T19:48:42Z,200,application/json,959404,d6c6cec711fb5bfb1df568bd65e594da606b4494f16a96c73e68d5176794e79c,,,first_capture,raw/peeringdb.facilities.geo/2026/09/20260907T194842Z-d6c6cec711fb.json.gz,,
peeringdb.facilities.geo,"https://www.peeringdb.com/api/fac?fields=id,name,city,country,latitude,longitude,net_count,ix_count",2026-09-08T00:35:21Z,200,application/json,959404,c59d6423d6337b74950ce0c59311851b72739c2488e197c0b759dcb86dcd67cb,,,changed,raw/peeringdb.facilities.geo/2026/09/20260908T003521Z-c59d6423d633.json.gz,,
peeringdb.facilities.geo,"https://www.peeringdb.com/api/fac?fields=id,name,city,country,latitude,longitude,net_count,ix_count",2026-09-09T14:21:45Z,,,,,,,error,,missing_credential,peeringdb
